,review,game,overall_score,genre,reviewer_id
22420,"It’s the inventive multiplayer that is the biggest change, and one that will upset traditionalists who wanted a return to the original game.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17387
22421,"The blend of both predecessors’ ideas to bring the mix of base building and hero powered Elite units goes well with the new focus on exhilarating, faster-paced multiplayer.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17387
22422,"But if you hate the idea of a game that promotes aggression, pushing hard and relying on having such powerful units that can turn the tide of battle, then your experience with the game is no doubt going to wane.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17387
22423,"While it won’t be a genre defining twist nor shape the future of RTS multiplayer, it’s still remains a unique take on the typical RTS conventions and one I’ve grown to relish more as I keep playing.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17387
22424,"Well presented and thumpingly over-the-top, Dawn Of War III combines elements from its two predecessors to mostly great effect.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17388
22425,"With a few more maps and modes, this could be a solid competitive title.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17388
22426,"Dawn of War III certainly isn’t the type of sequel that fans of the series may have anticipated, albeit it is still a title that is faithful to the Warhammer franchise.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17389
22427,"However, Relic’s gamble of adapting their franchise in a way that more closely aligns with the popular MOBAs of the day has largely paid off, even if the game does suffer from a bit of an identity crisis in the process.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17389
22428,"It was a brave, risk/reward move – while it may disappoint some fans, it will certainly gain others and gives the series a fresh look rather than replicating more of the same.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17389
22429,A well-crafted RTS that eschews some of the tired old tropes for a faster pace and a tighter experience.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17390
22430,"It feels good to be back in the base building, hard hitting, cool looking world of Warhammer 40,000.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17391
22431,"Winning early skirmishes before slowly building up your armies for a single massive engagement is still exciting, and very rewarding when you win.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17391
22432,"The single player campaign is good, if a little stale at times, and multiplayer has mostly gone back to what made it great in the first place.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17391
22433,"There are some issues to be found, but if you’re looking for a modern game akin to the popular origins of Dawn of War, this is certainly a good attempt.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17391
22434,Dawn of War 3 is a great next chapter in the Dawn of War franchise.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17392
22435,"The title pulls together the best parts of the last two games into an extremely worthwhile strategy experience, with a well-balanced single player and suitably frantic multiplayer.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17392
22436,"The title could do with a few tweaks here and there to perfect the experience, but this is one for strategy fans to look to for their next future war fix.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17392
22437,"Dawn of War III is a solid entry into the series, the campaign is a refreshing and well-built return to form.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17393
22438,"I’ve had as much, if not more fun in multiplayer than I’ve had in the previous games.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17393
22439,"All that remains now is to wait for the inevitable expansions, desperately hoping they bring your favourite faction back (c’mon Tau and Necrons!)","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17393
22440,Large scale sci-fi strategy is a genre that will hopefully be here for many years to come.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17394
22441,"And at its core that’s what Dawn of War III is, and what its campaign and multiplayer highlight – epic sci-fi strategy with armies of varied units fighting against different races in heated and intense battles.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17394
22442,"It’s no secret that developer Relic understands this genre well, which in turn means that the balance and differences to be found among the Space Marines, Orks, and Eldar -- not only in units but in presentation and characterisation -- shines throughout.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17394
22443,"Which makes the addition of MOBA-like elements less of an experiment, than it is a different and fun approach.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17394
22444,"And just like the action-RPG direction of the second outing, Dawn of War III once again has made us eagerly anticipate what’s next for the series.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17394
22445,"Surely, the Inquisitor’s eye will be ever scrutinizing of this one, but I think the franchise has been spared the order of Exterminatus for now.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17395
22446,I approached Dawn of War III without prejudice - I was only curious if yet another change in style and gameplay would work well.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17396
22447,DoW II was a shock to many fans of the original but in the end it stood tall and is now considered a better game than its predecessor.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17396
22448,I think the same thing will happen here.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17396
22449,DoW III is bigger and more explosive in every way and I love it.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17396
22450,Dawn of War III is really a tryharder.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17397
22451,"While we are years away from the RTS' former glory, it can't be denied that the guys at Relic know how to manage themselves in the genre and bring us a game that truly delivers.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17397
22452,"Dawn of War 3 may not be revolutionary, but it's certainly an improvement on the previous iteration.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17398
22453,"Bringing in the best of Dawn of War 2 to the RTS elements of the first, the game is only let down by a rather boring campaign that acts more as a tutorial for the excellent multiplayer.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17398
22454,"The story campaign is a bit of a chore, but the multiplayer is an exciting mix of RTS and MOBA – and may just be the next big thing in strategy gaming.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17399
22455,Dawn of War III is a Storm Shield-solid title carrying a few minor irritations.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17400
22456,"It can't possibly leave the blast crater its predecessors did, but it's still an absorbing, invigorating, chaotic RTS with the firepower to impress.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17400
22457,Dawn of War III is a beautiful marriage of successful technique and very pleasant gameplay.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17401
22458,"A true festival of pyrotechnics effects, it's one of more beautiful games in the strategy category.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17401
22459,"Nevertheless, the game is not without fault, and we regret the cruel lack of content in multiplayer (only one mode).","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17401
22460,But Relic has achieved its goal and the game is good mix between nostalgia and evolution.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17401
22461,"There’s still something a little old-school about Dawn of War III’s RTS action, but when it scratches those same old itches so well, there’s very little reason to complain.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17402
22462,"It’s a game that takes new influences from the MOBA and uses them well, mixing up powerful Elites with tactically interesting units to create great battlefield moments, while spinning an interesting yarn from three different perspectives.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17402
22463,This is the most conventional RTS in an historically unconventional series.,"Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17403
22464,"While this fact alone may divide players, its quality of presentation and polished mechanics mean that, as it inevitably expands with more content, Dawn of War III may yet become the champion of a genre that remains stubbornly resistant to evolution.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17403
22465,"For all Warhammer 40,000 fans, Dawn of War is back with deep gameplay and awesome battles.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17404
22466,"Warhammer: Dawn of War III is a new starting point, with many new features in the gameplay, but not everyone will appreciate the changes made by Relic.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17405
